Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
4958,ZHEN DING TECHNOLOGY HOLDING LTD,Information Technology,Equity,"706,016.24",0.00,"706,016.24","198,000.00",3.57,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
UNTR,UNITED TRACTORS,Energy,Equity,"701,930.08",0.00,"701,930.08","455,306.00",1.54,Indonesia,Indonesia Stock Exchange,USD,"16,200.00",IDR,-
BOSCHLTD,BOSCH LTD,Consumer Discretionary,Equity,"698,117.62",0.00,"698,117.62","1,826.00",382.32,India,National Stock Exchange Of India,USD,85.87,INR,-
MPHASIS,MPHASIS LTD,Information Technology,Equity,"698,510.48",0.00,"698,510.48","20,885.00",33.45,India,National Stock Exchange Of India,USD,85.87,INR,-
SAHOL.E,HACI OMER SABANCI HOLDING A,Financials,Equity,"698,813.47",0.00,"698,813.47","236,744.00",2.95,Turkey,Istanbul Stock Exchange,USD,35.33,TRY,-
1111,SAUDI TADAWUL GROUP CO,Financials,Equity,"699,206.35",0.00,"699,206.35","12,524.00",55.83,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
8010,THE COOPERATIVE INSURANCE,Financials,Equity,"696,247.24",0.00,"696,247.24","17,265.00",40.33,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
333,MIDEA GROUP LTD A,Consumer Discretionary,Equity,"694,467.18",0.00,"694,467.18","64,900.00",10.70,China,Shenzhen Stock Exchange,USD,7.33,CNY,-
600104,SAIC MOTOR CORP LTD A,Consumer Discretionary,Equity,"695,242.89",0.00,"695,242.89","293,813.00",2.37,China,Shanghai Stock Exchange,USD,7.33,CNY,-
OMAB,GRUPO AEROPORTUARIO DEL CENTRO NOR,Industrials,Equity,"692,179.01",0.00,"692,179.01","76,200.00",9.08,Mexico,Bolsa Mexicana De Valores,USD,20.47,MXN,-
BC8,BECHTLE AG,Information Technology,Equity,"690,458.70",0.00,"690,458.70","22,648.00",30.49,Germany,Xetra,USD,0.97,EUR,-
34220,LG DISPLAY LTD,Information Technology,Equity,"690,555.26",0.00,"690,555.26","107,533.00",6.42,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
BCI,BANCO DE CREDITO E INVERSION,Financials,Equity,"691,611.31",0.00,"691,611.31","25,196.00",27.45,Chile,Santiago Stock Exchange,USD,"1,008.63",CLP,-
11790,SKC LTD,Materials,Equity,"687,822.00",0.00,"687,822.00","6,217.00",110.64,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
600887,INNER MONGOLIA YILI INDUSTRIAL GRO,Consumer Staples,Equity,"689,209.86",0.00,"689,209.86","175,100.00",3.94,China,Shanghai Stock Exchange,USD,7.33,CNY,-
1585,YADEA GROUP HOLDINGS LTD,Consumer Discretionary,Equity,"684,245.08",0.00,"684,245.08","446,000.00",1.53,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
600989,NINGXIA BAOFENG ENERGY GROUP LTD A,Materials,Equity,"684,677.92",0.00,"684,677.92","304,200.00",2.25,China,Shanghai Stock Exchange,USD,7.33,CNY,-
ADRO,ALAMTRI RESOURCES INDONESIA,Energy,Equity,"685,374.44",0.00,"685,374.44","4,744,900.00",0.14,Indonesia,Indonesia Stock Exchange,USD,"16,200.00",IDR,-
RDOR3,REDE DOR SAO LUIZ SA,Health Care,Equity,"683,861.83",0.00,"683,861.83","156,773.00",4.36,Brazil,XBSP,USD,6.07,BRL,-
1818,ZHAOJIN MINING INDUSTRY LTD H,Materials,Equity,"681,943.81",0.00,"681,943.81","444,500.00",1.53,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
FUNO11,FIBRA UNO ADMINISTRACION REIT SA,Real Estate,Equity,"678,174.27",0.00,"678,174.27","674,500.00",1.01,Mexico,Bolsa Mexicana De Valores,USD,20.47,MXN,-
241,ALIBABA HEALTH INFORMATION TECH LT,Consumer Staples,Equity,"678,175.17",0.00,"678,175.17","1,624,000.00",0.42,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
GRUMAB,GRUMA,Consumer Staples,Equity,"678,227.21",0.00,"678,227.21","42,125.00",16.10,Mexico,Bolsa Mexicana De Valores,USD,20.47,MXN,-
TORNTPOWER,TORRENT POWER LTD,Utilities,Equity,"679,873.24",0.00,"679,873.24","41,264.00",16.48,India,National Stock Exchange Of India,USD,85.87,INR,-
960,LONGFOR GROUP HOLDINGS LTD,Real Estate,Equity,"674,615.97",0.00,"674,615.97","555,000.00",1.22,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
AIRPORT,MALAYSIA AIRPORTS HOLDINGS,Industrials,Equity,"675,283.14",0.00,"675,283.14","280,000.00",2.41,Malaysia,Bursa Malaysia,USD,4.50,MYR,-
DUBK,DUKHAN BANK,Financials,Equity,"675,616.78",0.00,"675,616.78","665,203.00",1.02,Qatar,Qatar Exchange,USD,3.64,QAR,-
2371,NAURA TECHNOLOGY GROUP LTD A,Information Technology,Equity,"676,230.68",0.00,"676,230.68","12,900.00",52.42,China,Shenzhen Stock Exchange,USD,7.33,CNY,-
JD.,JD SPORTS FASHION PLC,Consumer Discretionary,Equity,"676,237.34",0.00,"676,237.34","551,550.00",1.23,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
600809,SHANXI XINGHUACUN FEN WINE FACTORY,Consumer Staples,Equity,"672,906.88",0.00,"672,906.88","28,600.00",23.53,China,Shanghai Stock Exchange,USD,7.33,CNY,-
IDFCFIRSTB,IDFC FIRST BANK LTD,Financials,Equity,"673,812.07",0.00,"673,812.07","927,687.00",0.73,India,National Stock Exchange Of India,USD,85.87,INR,-
6305,HITACHI CONSTRUCTION MACHINERY LTD,Industrials,Equity,"670,726.38",0.00,"670,726.38","31,000.00",21.64,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
2380,CHINA POWER INTERNATIONAL DEVELOPM,Utilities,Equity,"671,261.07",0.00,"671,261.07","1,783,000.00",0.38,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
NHPC,NHPC LTD,Utilities,Equity,"672,148.21",0.00,"672,148.21","738,919.00",0.91,India,National Stock Exchange Of India,USD,85.87,INR,-
166,SHENWAN HONGYUAN GROUP LTD A,Financials,Equity,"663,819.34",0.00,"663,819.34","992,700.00",0.67,China,Shenzhen Stock Exchange,USD,7.33,CNY,-
RICHTER,GEDEON RICHTER,Health Care,Equity,"660,869.03",0.00,"660,869.03","25,206.00",26.22,Hungary,Budapest Stock Exchange,USD,401.62,HUF,-
601138,FOXCONN INDUSTRIAL INTERNET LTD A,Information Technology,Equity,"659,397.22",0.00,"659,397.22","236,200.00",2.79,China,Shanghai Stock Exchange,USD,7.33,CNY,-
1336,NEW CHINA LIFE INSURANCE COMPANY L,Financials,Equity,"660,353.48",0.00,"660,353.48","231,500.00",2.85,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
9202,ANA HOLDINGS INC,Industrials,Equity,"657,673.68",0.00,"657,673.68","37,000.00",17.77,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
267250,HD HYUNDAI LTD,Energy,Equity,"656,096.40",0.00,"656,096.40","11,574.00",56.69,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
CONCOR,CONTAINER CORPORATION OF INDIA LTD,Industrials,Equity,"656,787.50",0.00,"656,787.50","74,384.00",8.83,India,National Stock Exchange Of India,USD,85.87,INR,-
ELI,ELIA GROUP SA,Utilities,Equity,"654,139.17",0.00,"654,139.17","9,522.00",68.70,Belgium,Nyse Euronext - Euronext Brussels,USD,0.97,EUR,-
ROCK B,ROCKWOOL INTERNATIONAL B,Industrials,Equity,"651,750.46",0.00,"651,750.46","1,927.00",338.22,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,7.24,DKK,-
ALKEM,ALKEM LABORATORIES LTD,Health Care,Equity,"652,230.16",0.00,"652,230.16","10,269.00",63.51,India,National Stock Exchange Of India,USD,85.87,INR,-
MBT,METROPOLITAN BANK AND TRUST CO,Financials,Equity,"650,232.29",0.00,"650,232.29","517,180.00",1.26,Philippines,Philippine Stock Exchange Inc.,USD,58.50,PHP,-
MAXIS,MAXIS,Communication,Equity,"647,924.05",0.00,"647,924.05","808,200.00",0.80,Malaysia,Bursa Malaysia,USD,4.50,MYR,-
9201,JAPAN AIRLINES LTD,Industrials,Equity,"648,045.58",0.00,"648,045.58","42,000.00",15.43,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
UNITDSPR,UNITED SPIRITS LTD,Consumer Staples,Equity,"648,523.18",0.00,"648,523.18","35,370.00",18.34,India,National Stock Exchange Of India,USD,85.87,INR,-
NMDC,NMDC LTD,Materials,Equity,"649,161.05",0.00,"649,161.05","860,631.00",0.75,India,National Stock Exchange Of India,USD,85.87,INR,-
NRP,NEPI ROCKCASTLE NV,Real Estate,Equity,"646,714.30",0.00,"646,714.30","88,615.00",7.30,South Africa,Johannesburg Stock Exchange,USD,18.90,ZAR,-
90430,AMOREPACIFIC CORP,Consumer Staples,Equity,"643,582.24",0.00,"643,582.24","8,146.00",79.01,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
VOD,VODACOM GROUP LTD,Communication,Equity,"643,585.26",0.00,"643,585.26","119,982.00",5.36,South Africa,Johannesburg Stock Exchange,USD,18.90,ZAR,-
ENELAM,ENEL AMERICAS SA,Utilities,Equity,"644,256.30",0.00,"644,256.30","7,224,158.00",0.09,Chile,Santiago Stock Exchange,USD,"1,008.63",CLP,-
538,YUNNAN BAIYAO GROUP LTD A,Health Care,Equity,"641,381.98",0.00,"641,381.98","82,500.00",7.77,China,Shenzhen Stock Exchange,USD,7.33,CNY,-
YKBNK.E,YAPI VE KREDI BANKASI A,Financials,Equity,"639,146.06",0.00,"639,146.06","721,997.00",0.89,Turkey,Istanbul Stock Exchange,USD,35.33,TRY,-
MABANEE,MABANEE COMPANY,Real Estate,Equity,"636,566.93",0.00,"636,566.93","249,646.00",2.55,Kuwait,Kuwait Stock Exchange,USD,0.31,KWD,-
PE&OLES*,INDUST PENOLES,Materials,Equity,"634,467.67",0.00,"634,467.67","45,395.00",13.98,Mexico,Bolsa Mexicana De Valores,USD,20.47,MXN,-
968,XINYI SOLAR HOLDINGS LTD,Information Technology,Equity,"634,848.03",0.00,"634,848.03","1,544,000.00",0.41,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
ADP,AEROPORTS DE PARIS SA,Industrials,Equity,"635,101.36",0.00,"635,101.36","5,652.00",112.37,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
600346,HENGLI PETROCHEMICAL LTD A,Materials,Equity,"635,265.82",0.00,"635,265.82","311,600.00",2.04,China,Shanghai Stock Exchange,USD,7.33,CNY,-
601818,CHINA EVERBRIGHT BANK LTD A,Financials,Equity,"632,610.59",0.00,"632,610.59","1,264,800.00",0.50,China,Shanghai Stock Exchange,USD,7.33,CNY,-
1209,CHINA RESOURCES MIXC LIFESTYLE SER,Real Estate,Equity,"631,250.28",0.00,"631,250.28","178,000.00",3.55,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
352820,HYBE LTD,Communication,Equity,"631,545.54",0.00,"631,545.54","4,578.00",137.95,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
BSE,BSE LTD,Financials,Equity,"626,913.61",0.00,"626,913.61","10,342.00",60.62,India,National Stock Exchange Of India,USD,85.87,INR,-
2290,YANBU NATIONAL PETROCHEMICALS,Materials,Equity,"626,953.88",0.00,"626,953.88","64,223.00",9.76,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
9896,MINISO GROUP HOLDING LTD,Consumer Discretionary,Equity,"627,113.70",0.00,"627,113.70","100,424.00",6.24,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
384,CHINA GAS HOLDINGS LTD,Utilities,Equity,"627,399.66",0.00,"627,399.66","772,600.00",0.81,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
LTM,LATAM AIRLINES GROUP SA,Industrials,Equity,"627,752.79",0.00,"627,752.79","46,556,409.00",0.01,Chile,Santiago Stock Exchange,USD,"1,008.63",CLP,-
2610,CHINA AIRLINES LTD,Industrials,Equity,"627,899.25",0.00,"627,899.25","813,000.00",0.77,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
601985,CHINA NATIONAL NUCLEAR POWER LTD A,Utilities,Equity,"624,324.40",0.00,"624,324.40","465,400.00",1.34,China,Shanghai Stock Exchange,USD,7.33,CNY,-
CCRO3,COMPANHIA CONCESSOES RODOVIARIAS S,Industrials,Equity,"622,888.24",0.00,"622,888.24","363,928.00",1.71,Brazil,XBSP,USD,6.07,BRL,-
323410,KAKAOBANK CORP,Financials,Equity,"624,013.28",0.00,"624,013.28","42,100.00",14.82,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
51900,LG H & H LTD,Consumer Staples,Equity,"620,945.47",0.00,"620,945.47","2,907.00",213.60,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
IRCTC,INDIAN RAILWAY CATERING AND TOURIS,Industrials,Equity,"621,228.93",0.00,"621,228.93","69,841.00",8.89,India,National Stock Exchange Of India,USD,85.87,INR,-
GJF,GJENSIDIGE FORSIKRING,Financials,Equity,"621,516.78",0.00,"621,516.78","33,914.00",18.33,Norway,Oslo Bors Asa,USD,11.40,NOK,-
TIMS3,TIM SA,Communication,Equity,"619,812.81",0.00,"619,812.81","258,594.00",2.40,Brazil,XBSP,USD,6.07,BRL,-
3653,JENTECH PRECISION INDUSTRIAL LTD,Information Technology,Equity,"618,162.51",0.00,"618,162.51","14,000.00",44.15,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
9910,FENG TAY ENTERPRISES LTD,Consumer Discretionary,Equity,"616,184.39",0.00,"616,184.39","152,096.00",4.05,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
5830,DB INSURANCE LTD,Financials,Equity,"616,194.84",0.00,"616,194.84","8,850.00",69.63,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
ICICIPRULI,ICICI PRUDENTIAL LIFE INSURANCE CO,Financials,Equity,"612,677.52",0.00,"612,677.52","81,333.00",7.53,India,National Stock Exchange Of India,USD,85.87,INR,-
358,JIANGXI COPPER LTD H,Materials,Equity,"611,938.09",0.00,"611,938.09","375,000.00",1.63,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
2310,SAHARA INTERNATIONAL PETROCHEMICAL,Materials,Equity,"607,241.70",0.00,"607,241.70","101,323.00",5.99,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
BVN,BUENAVENTURA ADR REPRESENTING,Materials,Equity,"608,612.12",0.00,"608,612.12","48,226.00",12.62,Peru,New York Stock Exchange Inc.,USD,1.00,USD,-
2883,CHINA OILFIELD SERVICES LTD H,Energy,Equity,"608,648.73",0.00,"608,648.73","670,000.00",0.91,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
600886,SDIC POWER HOLDINGS LTD A,Utilities,Equity,"605,714.13",0.00,"605,714.13","289,200.00",2.09,China,Shanghai Stock Exchange,USD,7.33,CNY,-
600436,ZHANGZHOU PIENTZEHUANG PHARMACEUTI,Health Care,Equity,"605,868.26",0.00,"605,868.26","21,692.00",27.93,China,Shanghai Stock Exchange,USD,7.33,CNY,-
EREGL.E,EREGLI DEMIR VE CELIK FABRIKALARI,Materials,Equity,"605,928.77",0.00,"605,928.77","897,332.00",0.68,Turkey,Istanbul Stock Exchange,USD,35.33,TRY,-
GMRAIRPORT,GMR AIRPORTS LTD,Industrials,Equity,"606,680.00",0.00,"606,680.00","684,743.00",0.89,India,National Stock Exchange Of India,USD,85.87,INR,-
600406,NARI TECHNOLOGY LTD A,Industrials,Equity,"601,390.44",0.00,"601,390.44","186,620.00",3.22,China,Shanghai Stock Exchange,USD,7.33,CNY,-
601658,POSTAL SAVINGS BANK OF CHINA LTD A,Financials,Equity,"601,406.72",0.00,"601,406.72","824,000.00",0.73,China,Shanghai Stock Exchange,USD,7.33,CNY,-
SUNDARMFIN,SUNDARAM FINANCE LTD,Financials,Equity,"602,044.76",0.00,"602,044.76","11,550.00",52.13,India,National Stock Exchange Of India,USD,85.87,INR,-
1044,HENGAN INTERNATIONAL GROUP LTD,Consumer Staples,Equity,"602,436.19",0.00,"602,436.19","226,500.00",2.66,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
IDR,IDR CASH,Cash and/or Derivatives,Cash,"600,062.23",0.00,"600,062.23","9,721,008,164.00",0.01,Indonesia,-,USD,"16,200.00",IDR,-
6837,HAITONG SECURITIES COMPANY LTD H,Financials,Equity,"599,413.31",0.00,"599,413.31","747,600.00",0.80,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
AUBANK,AU SMALL FINANCE BANK LTD,Financials,Equity,"597,477.91",0.00,"597,477.91","90,001.00",6.64,India,National Stock Exchange Of India,USD,85.87,INR,-
651,GREE ELECTRIC APPLIANCES INC OF ZH,Consumer Discretionary,Equity,"595,884.50",0.00,"595,884.50","92,300.00",6.46,China,Shenzhen Stock Exchange,USD,7.33,CNY,-
LEGN,LEGEND BIOTECH ADR REP CORP,Health Care,Equity,"593,464.70",0.00,"593,464.70","18,110.00",32.77,China,NASDAQ,USD,1.00,USD,-
SONACOMS,SONA BLW PRECISION FORGINGS LTD,Consumer Discretionary,Equity,"593,735.29",0.00,"593,735.29","90,117.00",6.59,India,National Stock Exchange Of India,USD,85.87,INR,-
128940,HANMI PHARM LTD,Health Care,Equity,"589,912.71",0.00,"589,912.71","3,034.00",194.43,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
FALABELLA,FALABELLA SACI SA,Consumer Discretionary,Equity,"590,651.13",0.00,"590,651.13","170,213.00",3.47,Chile,Santiago Stock Exchange,USD,"1,008.63",CLP,-
36570,NCSOFT CORP,Communication,Equity,"588,228.80",0.00,"588,228.80","4,468.00",131.65,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
TM,TELEKOM MALAYSIA,Communication,Equity,"588,234.51",0.00,"588,234.51","404,400.00",1.45,Malaysia,Bursa Malaysia,USD,4.50,MYR,-
3328,BANK OF COMMUNICATIONS LTD H,Financials,Equity,"585,384.16",0.00,"585,384.16","736,000.00",0.80,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
MISC,MISC,Industrials,Equity,"580,034.42",0.00,"580,034.42","365,300.00",1.59,Malaysia,Bursa Malaysia,USD,4.50,MYR,-
177,JIANGSU EXPRESSWAY LTD H,Industrials,Equity,"572,971.93",0.00,"572,971.93","524,000.00",1.09,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
RHBBANK,RHB BANK,Financials,Equity,"573,093.49",0.00,"573,093.49","406,400.00",1.41,Malaysia,Bursa Malaysia,USD,4.50,MYR,-
600150,CHINA CSSC HOLDINGS LTD A,Industrials,Equity,"573,406.37",0.00,"573,406.37","126,200.00",4.54,China,Shanghai Stock Exchange,USD,7.33,CNY,-
NTCO3,NATURA CO HOLDING SA,Consumer Staples,Equity,"570,146.92",0.00,"570,146.92","272,095.00",2.10,Brazil,XBSP,USD,6.07,BRL,-
2352,S.F. HOLDING LTD A,Industrials,Equity,"568,528.93",0.00,"568,528.93","105,100.00",5.41,China,Shenzhen Stock Exchange,USD,7.33,CNY,-
3702,WPG HOLDINGS LTD,Information Technology,Equity,"568,800.55",0.00,"568,800.55","267,000.00",2.13,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
2615,WAN HAI LINES LTD,Industrials,Equity,"569,547.08",0.00,"569,547.08","234,600.00",2.43,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
ANA,ACCIONA SA,Utilities,Equity,"562,621.93",0.00,"562,621.93","4,957.00",113.50,Spain,Bolsa De Madrid,USD,0.97,EUR,-
3490,KOREAN AIR LINES LTD,Industrials,Equity,"562,676.41",0.00,"562,676.41","35,198.00",15.99,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
2607,SHANGHAI PHARMACEUTICALS HOLDING L,Health Care,Equity,"563,234.37",0.00,"563,234.37","355,800.00",1.58,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
JSWENERGY,JSW ENERGY LTD,Utilities,Equity,"556,764.20",0.00,"556,764.20","85,733.00",6.49,India,National Stock Exchange Of India,USD,85.87,INR,-
CNH,CNH CASH,Cash and/or Derivatives,Cash,"556,045.26",0.00,"556,045.26","4,091,131.00",13.59,China,-,USD,7.36,CNH,"Dec 31, 1989"
316,ORIENT OVERSEAS (INTERNATIONAL) LT,Industrials,Equity,"555,080.85",0.00,"555,080.85","40,000.00",13.88,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
TATACOMM,TATA COMMUNICATIONS LTD,Communication,Equity,"555,434.41",0.00,"555,434.41","27,944.00",19.88,India,National Stock Exchange Of India,USD,85.87,INR,-
568,LUZHOU LAO JIAO LTD A,Consumer Staples,Equity,"553,056.79",0.00,"553,056.79","35,100.00",15.76,China,Shenzhen Stock Exchange,USD,7.33,CNY,-
9945,RUENTEX DEVELOPMENT LTD,Real Estate,Equity,"553,746.15",0.00,"553,746.15","445,600.00",1.24,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
2588,BOC AVIATION LTD,Industrials,Equity,"553,943.71",0.00,"553,943.71","70,100.00",7.90,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
BCE,BCE INC,Communication,Equity,"554,383.52",0.00,"554,383.52","23,695.00",23.40,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
17670,SK TELECOM LTD,Communication,Equity,"551,996.71",0.00,"551,996.71","14,580.00",37.86,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
SSW,SIBANYE STILLWATER LTD,Materials,Equity,"552,726.35",0.00,"552,726.35","620,095.00",0.89,South Africa,Johannesburg Stock Exchange,USD,18.90,ZAR,-
UGPA3,ULTRAPAR PARTICIPOES SA,Energy,Equity,"547,719.73",0.00,"547,719.73","210,171.00",2.61,Brazil,XBSP,USD,6.07,BRL,-
2801,CHANG HWA COMMERCIAL BANK LTD,Financials,Equity,"545,299.24",0.00,"545,299.24","1,001,057.00",0.54,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
1605,WALSIN LIHWA CORP,Industrials,Equity,"546,603.79",0.00,"546,603.79","816,869.00",0.67,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
9863,ZHEJIANG LEAPMOTOR TECHNOLOGY LTD,Consumer Discretionary,Equity,"543,771.08",0.00,"543,771.08","138,300.00",3.93,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
696,TRAVELSKY TECHNOLOGY LTD H,Consumer Discretionary,Equity,"544,256.78",0.00,"544,256.78","444,000.00",1.23,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
IDEA,VODAFONE IDEA LTD,Communication,Equity,"542,669.33",0.00,"542,669.33","5,883,673.00",0.09,India,National Stock Exchange Of India,USD,85.87,INR,-
BANB,BACHEM HOLDING AG,Health Care,Equity,"540,873.76",0.00,"540,873.76","8,362.00",64.68,Switzerland,SIX Swiss Exchange,USD,0.91,CHF,-
3998,BOSIDENG INTERNATIONAL LTD,Consumer Discretionary,Equity,"536,269.78",0.00,"536,269.78","1,128,000.00",0.48,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
YTLPOWR,YTL POWER INTERNATIONAL,Utilities,Equity,"536,962.03",0.00,"536,962.03","575,700.00",0.93,Malaysia,Bursa Malaysia,USD,4.50,MYR,-
GENTING,GENTING,Consumer Discretionary,Equity,"534,663.56",0.00,"534,663.56","650,700.00",0.82,Malaysia,Bursa Malaysia,USD,4.50,MYR,-
INDU A,INDUSTRIVARDEN A,Financials,Equity,"534,696.32",0.00,"534,696.32","16,252.00",32.90,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
1882,HAITIAN INTERNATIONAL LTD,Industrials,Equity,"535,164.76",0.00,"535,164.76","196,000.00",2.73,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
4210,SAUDI RESEARCH AND MEDIA GROUP,Communication,Equity,"530,303.92",0.00,"530,303.92","7,060.00",75.11,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
AC,AYALA CORP,Industrials,Equity,"531,351.71",0.00,"531,351.71","51,850.00",10.25,Philippines,Philippine Stock Exchange Inc.,USD,58.50,PHP,-
BANKBARODA,BANK OF BARODA LTD,Financials,Equity,"526,065.64",0.00,"526,065.64","195,520.00",2.69,India,National Stock Exchange Of India,USD,85.87,INR,-
1,PING AN BANK LTD A,Financials,Equity,"516,424.63",0.00,"516,424.63","333,300.00",1.55,China,Shenzhen Stock Exchange,USD,7.33,CNY,-
136,CHINA RUYI HOLDINGS LTD,Communication,Equity,"516,533.57",0.00,"516,533.57","1,608,000.00",0.32,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
MRF,MRF LTD,Consumer Discretionary,Equity,"517,800.67",0.00,"517,800.67",374.00,"1,384.49",India,National Stock Exchange Of India,USD,85.87,INR,-
AFX,CARL ZEISS MEDITEC AG,Health Care,Equity,"516,020.05",0.00,"516,020.05","11,021.00",46.82,Germany,Xetra,USD,0.97,EUR,-
300433,LENS TECHNOLOGY LTD A,Information Technology,Equity,"513,361.65",0.00,"513,361.65","170,600.00",3.01,China,Shenzhen Stock Exchange,USD,7.33,CNY,-
601668,CHINA STATE CONSTRUCTION ENGINEERI,Industrials,Equity,"510,619.87",0.00,"510,619.87","670,877.00",0.76,China,Shanghai Stock Exchange,USD,7.33,CNY,-
271560,ORION CORP,Consumer Staples,Equity,"506,574.47",0.00,"506,574.47","7,240.00",69.97,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
KLBF,KALBE FARMA,Health Care,Equity,"504,699.57",0.00,"504,699.57","6,437,900.00",0.08,Indonesia,Indonesia Stock Exchange,USD,"16,200.00",IDR,-
