Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
LHA,DEUTSCHE LUFTHANSA AG,Industrials,Equity,"944,090.30",0.00,"944,090.30","163,978.00",5.76,Germany,Xetra,USD,0.97,EUR,-
DIE,DIETEREN (D) SA,Consumer Discretionary,Equity,"935,719.36",0.00,"935,719.36","5,835.00",160.36,Belgium,Nyse Euronext - Euronext Brussels,USD,0.97,EUR,-
UPL,UPL LTD,Materials,Equity,"935,726.11",0.00,"935,726.11","147,310.00",6.35,India,National Stock Exchange Of India,USD,85.87,INR,-
YESBANK,YES BANK LTD,Financials,Equity,"931,407.47",0.00,"931,407.47","4,325,549.00",0.22,India,National Stock Exchange Of India,USD,85.87,INR,-
PCHEM,PETRONAS CHEMICALS GROUP,Materials,Equity,"932,029.54",0.00,"932,029.54","887,300.00",1.05,Malaysia,Bursa Malaysia,USD,4.50,MYR,-
2353,ACER,Information Technology,Equity,"929,537.97",0.00,"929,537.97","819,000.00",1.13,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
WLK,WESTLAKE CORP,Materials,Equity,"927,541.14",0.00,"927,541.14","8,391.00",110.54,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
7181,JAPAN POST INSURANCE LTD,Financials,Equity,"928,211.43",0.00,"928,211.43","50,200.00",18.49,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
BKW,BKW N AG,Utilities,Equity,"928,321.00",0.00,"928,321.00","5,428.00",171.02,Switzerland,SIX Swiss Exchange,USD,0.91,CHF,-
EVK,EVONIK INDUSTRIES AG,Materials,Equity,"926,615.02",0.00,"926,615.02","54,246.00",17.08,Germany,Xetra,USD,0.97,EUR,-
HINDPETRO,HINDUSTAN PETROLEUM CORP LTD,Energy,Equity,"926,851.52",0.00,"926,851.52","206,830.00",4.48,India,National Stock Exchange Of India,USD,85.87,INR,-
BELA,JUMBO SA,Consumer Discretionary,Equity,"927,030.70",0.00,"927,030.70","35,297.00",26.26,Greece,Athens Exchange S.A. Cash Market,USD,0.97,EUR,-
ILS,ILS CASH,Cash and/or Derivatives,Cash,"924,886.68",0.00,"924,886.68","3,387,721.00",27.30,Israel,-,USD,3.66,ILS,-
601601,CHINA PACIFIC INSURANCE (GROUP) LT,Financials,Equity,"923,487.35",0.00,"923,487.35","212,997.00",4.34,China,Shanghai Stock Exchange,USD,7.33,CNY,-
966,CHINA TAIPING INSURANCE HLDGS LTD,Financials,Equity,"924,005.58",0.00,"924,005.58","650,200.00",1.42,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
2474,CATCHER TECHNOLOGY LTD,Information Technology,Equity,"921,933.09",0.00,"921,933.09","155,000.00",5.95,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
PHOENIXLTD,PHOENIX MILLS LTD,Real Estate,Equity,"922,004.24",0.00,"922,004.24","48,336.00",19.07,India,National Stock Exchange Of India,USD,85.87,INR,-
42700,HANMI SEMICONDUCTOR LTD,Information Technology,Equity,"921,216.58",0.00,"921,216.58","11,650.00",79.07,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
KOFUBL,COCA-COLA FEMSA CLASS UBL UNITS,Consumer Staples,Equity,"918,359.92",0.00,"918,359.92","124,900.00",7.35,Mexico,Bolsa Mexicana De Valores,USD,20.47,MXN,-
KCHOL.E,KOC HOLDING A,Industrials,Equity,"918,551.33",0.00,"918,551.33","174,031.00",5.28,Turkey,Istanbul Stock Exchange,USD,35.33,TRY,-
WHL,WOOLWORTHS HOLDING LTD,Consumer Discretionary,Equity,"919,123.82",0.00,"919,123.82","286,667.00",3.21,South Africa,Johannesburg Stock Exchange,USD,18.90,ZAR,-
ABB,ABB INDIA LTD,Industrials,Equity,"916,623.48",0.00,"916,623.48","12,142.00",75.49,India,National Stock Exchange Of India,USD,85.87,INR,-
2413,M3 INC,Health Care,Equity,"916,857.10",0.00,"916,857.10","101,500.00",9.03,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
9626,BILIBILI INC,Communication,Equity,"914,104.22",0.00,"914,104.22","54,348.00",16.82,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
ADEN,ADECCO GROUP AG,Industrials,Equity,"914,556.93",0.00,"914,556.93","40,145.00",22.78,Switzerland,SIX Swiss Exchange,USD,0.91,CHF,-
AKE,ARKEMA SA,Materials,Equity,"914,873.27",0.00,"914,873.27","12,406.00",73.74,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
1590,AIRTAC INTERNATIONAL GROUP,Industrials,Equity,"911,877.92",0.00,"911,877.92","35,393.00",25.76,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
FDJ,LA FRANCAISE DES JEUX SA,Consumer Discretionary,Equity,"910,984.10",0.00,"910,984.10","24,748.00",36.81,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
6969,SMOORE INTERNATIONAL HOLDINGS LTD,Consumer Staples,Equity,"909,099.09",0.00,"909,099.09","536,000.00",1.70,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
DABUR,DABUR INDIA LTD,Consumer Staples,Equity,"904,660.09",0.00,"904,660.09","149,060.00",6.07,India,National Stock Exchange Of India,USD,85.87,INR,-
34730,SK INC,Industrials,Equity,"905,473.59",0.00,"905,473.59","9,380.00",96.53,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
1102,ASIA CEMENT CORP,Materials,Equity,"902,672.03",0.00,"902,672.03","754,000.00",1.20,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
GODREJPROP,GODREJ PROPERTIES LTD,Real Estate,Equity,"900,907.90",0.00,"900,907.90","30,995.00",29.07,India,National Stock Exchange Of India,USD,85.87,INR,-
47810,KOREA AEROSPACE INDUSTRIES LTD,Industrials,Equity,"894,407.28",0.00,"894,407.28","24,015.00",37.24,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
PKI,PARKLAND CORP,Energy,Equity,"890,980.01",0.00,"890,980.01","38,866.00",22.92,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
HLBANK,HONG LEONG BANK,Financials,Equity,"891,764.60",0.00,"891,764.60","198,400.00",4.49,Malaysia,Bursa Malaysia,USD,4.50,MYR,-
HOLM B,HOLMEN CLASS B,Materials,Equity,"889,332.01",0.00,"889,332.01","24,032.00",37.01,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
MIN,MINERAL RESOURCES LTD,Materials,Equity,"889,579.98",0.00,"889,579.98","41,486.00",21.44,Australia,Asx - All Markets,USD,1.61,AUD,-
5332,TOTO LTD,Industrials,Equity,"887,999.37",0.00,"887,999.37","37,700.00",23.55,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
AMMN,AMMAN MINERAL INTERNASIONAL,Materials,Equity,"888,030.09",0.00,"888,030.09","1,738,500.00",0.51,Indonesia,Indonesia Stock Exchange,USD,"16,200.00",IDR,-
MYTIL,METLEN ENERGY & METALS SA,Industrials,Equity,"884,985.59",0.00,"884,985.59","25,139.00",35.20,Greece,Athens Exchange S.A. Cash Market,USD,0.97,EUR,-
2600,ALUMINUM CORPORATION OF CHINA LTD,Materials,Equity,"886,304.79",0.00,"886,304.79","1,516,000.00",0.58,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
HTO,HELLENIC TELECOMMUNICATIONS ORGANI,Communication,Equity,"878,421.90",0.00,"878,421.90","56,482.00",15.55,Greece,Athens Exchange S.A. Cash Market,USD,0.97,EUR,-
SUPREMEIND,SUPREME INDUSTRIES LTD,Materials,Equity,"874,966.87",0.00,"874,966.87","16,086.00",54.39,India,National Stock Exchange Of India,USD,85.87,INR,-
INDUSINDBK,INDUSIND BANK LTD,Financials,Equity,"870,787.58",0.00,"870,787.58","76,230.00",11.42,India,National Stock Exchange Of India,USD,85.87,INR,-
S68,SINGAPORE EXCHANGE LTD,Financials,Equity,"868,040.61",0.00,"868,040.61","95,300.00",9.11,Singapore,Singapore Exchange,USD,1.37,SGD,-
CDB,CELCOMDIGI,Communication,Equity,"868,616.43",0.00,"868,616.43","1,068,683.00",0.81,Malaysia,Bursa Malaysia,USD,4.50,MYR,-
MEL,MERIDIAN ENERGY LTD,Utilities,Equity,"865,762.29",0.00,"865,762.29","262,386.00",3.30,New Zealand,New Zealand Exchange Ltd,USD,1.79,NZD,-
BOUBYAN,BOUBYAN BANK,Financials,Equity,"866,254.34",0.00,"866,254.34","448,025.00",1.93,Kuwait,Kuwait Stock Exchange,USD,0.31,KWD,-
OPAP,GREEK ORGANISATION OF FOOTBALL PRO,Consumer Discretionary,Equity,"865,252.03",0.00,"865,252.03","53,509.00",16.17,Greece,Athens Exchange S.A. Cash Market,USD,0.97,EUR,-
BSANTANDER,BANCO SANTANDER CHILE,Financials,Equity,"863,029.37",0.00,"863,029.37","18,580,000.00",0.05,Chile,Santiago Stock Exchange,USD,"1,008.63",CLP,-
18260,SAMSUNG SDS LTD,Information Technology,Equity,"863,165.10",0.00,"863,165.10","9,873.00",87.43,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
21240,COWAY LTD,Consumer Discretionary,Equity,"859,782.63",0.00,"859,782.63","17,915.00",47.99,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
SHREECEM,SHREE CEMENT LTD,Materials,Equity,"861,368.17",0.00,"861,368.17","2,849.00",302.34,India,National Stock Exchange Of India,USD,85.87,INR,-
12,HENDERSON LAND DEVELOPMENT LTD,Real Estate,Equity,"858,668.58",0.00,"858,668.58","299,003.00",2.87,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
EDV,ENDEAVOUR GROUP LTD,Consumer Staples,Equity,"859,496.29",0.00,"859,496.29","334,476.00",2.57,Australia,Asx - All Markets,USD,1.61,AUD,-
PLN,PLN CASH,Cash and/or Derivatives,Cash,"857,203.85",0.00,"857,203.85","3,548,010.00",24.16,Poland,-,USD,4.14,PLN,-
ZAIN,MOBILE TEL,Communication,Equity,"856,358.40",0.00,"856,358.40","571,369.00",1.50,Kuwait,Kuwait Stock Exchange,USD,0.31,KWD,-
ADANIGREEN,ADANI GREEN ENERGY LTD,Utilities,Equity,"849,877.38",0.00,"849,877.38","74,643.00",11.39,India,National Stock Exchange Of India,USD,85.87,INR,-
ISCTR.E,TURKIYE IS BANKASI C,Financials,Equity,"846,586.66",0.00,"846,586.66","2,065,879.00",0.41,Turkey,Istanbul Stock Exchange,USD,35.33,TRY,-
268,KINGDEE INT L SOFTWARE GROUP LTD,Information Technology,Equity,"844,956.41",0.00,"844,956.41","822,000.00",1.03,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
BIMBOA,GRUPO BIMBO A,Consumer Staples,Equity,"845,113.71",0.00,"845,113.71","337,000.00",2.51,Mexico,Bolsa Mexicana De Valores,USD,20.47,MXN,-
3670,POSCO FUTURE M LTD,Industrials,Equity,"842,251.74",0.00,"842,251.74","7,937.00",106.12,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
AZRG,AZRIELI GROUP LTD,Real Estate,Equity,"842,551.02",0.00,"842,551.02","10,219.00",82.45,Israel,Tel Aviv Stock Exchange,USD,3.66,ILS,-
JINDALSTEL,JINDAL STEEL AND POWER LTD,Materials,Equity,"840,733.28",0.00,"840,733.28","77,498.00",10.85,India,National Stock Exchange Of India,USD,85.87,INR,-
ASHOKLEY,ASHOK LEYLAND LTD,Industrials,Equity,"841,092.06",0.00,"841,092.06","336,866.00",2.50,India,National Stock Exchange Of India,USD,85.87,INR,-
SOF,SOFINA SA,Financials,Equity,"841,867.95",0.00,"841,867.95","3,672.00",229.27,Belgium,Nyse Euronext - Euronext Brussels,USD,0.97,EUR,-
300059,EAST MONEY INFORMATION LTD A,Financials,Equity,"838,642.81",0.00,"838,642.81","274,360.00",3.06,China,Shenzhen Stock Exchange,USD,7.33,CNY,-
3898,ZHUZHOU CRRC TIMES ELECTRIC LTD H,Industrials,Equity,"837,171.79",0.00,"837,171.79","216,100.00",3.87,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
BCVN,BC VAUD N,Financials,Equity,"838,199.64",0.00,"838,199.64","8,778.00",95.49,Switzerland,SIX Swiss Exchange,USD,0.91,CHF,-
688256,CAMBRICON TECHNOLOGIES CORPORATION,Information Technology,Equity,"832,572.53",0.00,"832,572.53","8,600.00",96.81,China,Shanghai Stock Exchange,USD,7.33,CNY,-
BEPC,BROOKFIELD RENEWABLE SUBORDINATE V,Utilities,Equity,"833,977.96",0.00,"833,977.96","30,887.00",27.00,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
601816,BEIJING-SHANGHAI HIGH SPEED RAILWA,Industrials,Equity,"829,030.59",0.00,"829,030.59","1,055,300.00",0.79,China,Shanghai Stock Exchange,USD,7.33,CNY,-
MOL,MOL HUNGARIAN OIL AND GAS,Energy,Equity,"830,515.40",0.00,"830,515.40","119,126.00",6.97,Hungary,Budapest Stock Exchange,USD,401.62,HUF,-
5387,HYUNDAI MOTOR S2 PREF,Consumer Discretionary,Equity,"823,633.31",0.00,"823,633.31","7,519.00",109.54,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
TIT,TELECOM ITALIA,Communication,Equity,"824,784.26",0.00,"824,784.26","3,091,893.00",0.27,Italy,Borsa Italiana,USD,0.97,EUR,-
CAR.UN,CANADIAN APARTMENT PROPERTIES REAL,Real Estate,Equity,"821,736.66",0.00,"821,736.66","27,711.00",29.65,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
GRF,GRIFOLS SA CLASS A,Health Care,Equity,"819,347.51",0.00,"819,347.51","87,324.00",9.38,Spain,Bolsa De Madrid,USD,0.97,EUR,-
4151,KYOWA KIRIN LTD,Health Care,Equity,"819,471.44",0.00,"819,471.44","55,800.00",14.69,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
600030,CITIC SECURITIES LTD A,Financials,Equity,"820,209.78",0.00,"820,209.78","224,423.00",3.65,China,Shanghai Stock Exchange,USD,7.33,CNY,-
3692,HANSOH PHARMACEUTICAL GROUP LTD,Health Care,Equity,"817,366.84",0.00,"817,366.84","386,000.00",2.12,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
TATAELXSI,TATA ELXSI LTD,Information Technology,Equity,"817,467.63",0.00,"817,467.63","10,900.00",75.00,India,National Stock Exchange Of India,USD,85.87,INR,-
601166,INDUSTRIAL BANK LTD A,Financials,Equity,"813,979.38",0.00,"813,979.38","305,400.00",2.67,China,Shanghai Stock Exchange,USD,7.33,CNY,-
3800,GCL TECHNOLOGY HOLDINGS LTD,Information Technology,Equity,"814,118.58",0.00,"814,118.58","5,760,000.00",0.14,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
TPIA,CHANDRA ASRI PACIFIC,Materials,Equity,"811,819.10",0.00,"811,819.10","1,912,941.00",0.42,Indonesia,Indonesia Stock Exchange,USD,"16,200.00",IDR,-
INDF,INDOFOOD SUKSES MAKMUR,Consumer Staples,Equity,"812,175.93",0.00,"812,175.93","1,754,300.00",0.46,Indonesia,Indonesia Stock Exchange,USD,"16,200.00",IDR,-
COPEC,EMPRESAS COPEC SA,Consumer Discretionary,Equity,"812,468.22",0.00,"812,468.22","131,685.00",6.17,Chile,Santiago Stock Exchange,USD,"1,008.63",CLP,-
JFC,JOLLIBEE FOODS CORP,Consumer Discretionary,Equity,"812,796.92",0.00,"812,796.92","179,700.00",4.52,Philippines,Philippine Stock Exchange Inc.,USD,58.50,PHP,-
4716,ORACLE JAPAN CORP,Information Technology,Equity,"809,672.42",0.00,"809,672.42","8,800.00",92.01,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
KLBN11,KLABIN UNITS SA,Materials,Equity,"809,828.97",0.00,"809,828.97","222,747.00",3.64,Brazil,XBSP,USD,6.07,BRL,-
9143,SG HOLDINGS LTD,Industrials,Equity,"810,026.27",0.00,"810,026.27","86,200.00",9.40,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
MANKIND,MANKIND PHARMA LTD,Health Care,Equity,"810,052.45",0.00,"810,052.45","24,596.00",32.93,India,National Stock Exchange Of India,USD,85.87,INR,-
HIK,HIKMA PHARMACEUTICALS PLC,Health Care,Equity,"806,187.25",0.00,"806,187.25","31,780.00",25.37,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
AMP,AMPLIFON,Health Care,Equity,"807,359.27",0.00,"807,359.27","30,525.00",26.45,Italy,Borsa Italiana,USD,0.97,EUR,-
2475,LUXSHARE PRECISION INDUSTRY LTD A,Information Technology,Equity,"802,410.23",0.00,"802,410.23","151,340.00",5.30,China,Shenzhen Stock Exchange,USD,7.33,CNY,-
6886,HUATAI SECURITIES LTD H,Financials,Equity,"802,949.12",0.00,"802,949.12","515,600.00",1.56,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
SALM,SALMAR,Consumer Staples,Equity,"800,587.84",0.00,"800,587.84","17,034.00",47.00,Norway,Oslo Bors Asa,USD,11.40,NOK,-
2702,MCDONALDS HOLDINGS (JAPAN) LTD,Consumer Discretionary,Equity,"801,240.70",0.00,"801,240.70","21,600.00",37.09,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
ALE,ALLEGRO SA,Consumer Discretionary,Equity,"801,623.27",0.00,"801,623.27","122,096.00",6.57,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,4.14,PLN,-
AC,AIR CANADA VOTING AND VARIABLE VOT,Industrials,Equity,"798,088.91",0.00,"798,088.91","52,213.00",15.29,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
TOTS3,TOTVS SA,Information Technology,Equity,"798,242.23",0.00,"798,242.23","181,827.00",4.39,Brazil,XBSP,USD,6.07,BRL,-
BAAKOMB,KOMERCNI BANK,Financials,Equity,"799,023.54",0.00,"799,023.54","22,357.00",35.74,Czech Republic,Prague Stock Exchange,USD,24.34,CZK,-
914,ANHUI CONCH CEMENT LTD H,Materials,Equity,"799,317.71",0.00,"799,317.71","314,500.00",2.54,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
APLAPOLLO,APL APOLLO TUBES LTD,Materials,Equity,"797,528.90",0.00,"797,528.90","44,160.00",18.06,India,National Stock Exchange Of India,USD,85.87,INR,-
6488,GLOBALWAFERS LTD,Information Technology,Equity,"795,053.49",0.00,"795,053.49","71,000.00",11.20,Taiwan,Gretai Securities Market,USD,32.95,TWD,-
2714,MUYUAN FOODS LTD A,Consumer Staples,Equity,"795,484.59",0.00,"795,484.59","156,912.00",5.07,China,Shenzhen Stock Exchange,USD,7.33,CNY,-
6186,CHINA FEIHE LTD,Consumer Staples,Equity,"787,193.31",0.00,"787,193.31","1,185,000.00",0.66,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
4,WHARF (HOLDINGS) LTD,Real Estate,Equity,"787,636.60",0.00,"787,636.60","278,000.00",2.83,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
916,CHINA LONGYUAN POWER GROUP CORP LT,Utilities,Equity,"787,856.32",0.00,"787,856.32","1,059,000.00",0.74,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
AMUN,AMUNDI SA,Financials,Equity,"788,101.26",0.00,"788,101.26","12,544.00",62.83,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
902,HUANENG POWER INTERNATIONAL INC H,Utilities,Equity,"784,308.69",0.00,"784,308.69","1,526,000.00",0.51,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
1898,CHINA COAL ENERGY LTD H,Energy,Equity,"781,385.52",0.00,"781,385.52","695,000.00",1.12,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
REM,REMGRO LTD,Financials,Equity,"780,075.49",0.00,"780,075.49","98,028.00",7.96,South Africa,Johannesburg Stock Exchange,USD,18.90,ZAR,-
CDR,CD PROJEKT SA,Communication,Equity,"775,715.20",0.00,"775,715.20","16,970.00",45.71,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,4.14,PLN,-
270,GUANGDONG INVESTMENT LTD,Utilities,Equity,"773,461.48",0.00,"773,461.48","1,022,000.00",0.76,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
TORNTPHARM,TORRENT PHARMACEUTICALS LTD,Health Care,Equity,"772,274.47",0.00,"772,274.47","19,965.00",38.68,India,National Stock Exchange Of India,USD,85.87,INR,-
3908,CHINA INTERNATIONAL CAPITAL CORP L,Financials,Equity,"768,990.51",0.00,"768,990.51","500,400.00",1.54,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
600309,WANHUA CHEMICAL GROUP LTD A,Materials,Equity,"769,841.14",0.00,"769,841.14","83,653.00",9.20,China,Shanghai Stock Exchange,USD,7.33,CNY,-
1658,POSTAL SAVINGS BANK OF CHINA LTD H,Financials,Equity,"767,327.32",0.00,"767,327.32","1,333,000.00",0.58,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
2409,AUO CORP,Information Technology,Equity,"766,091.80",0.00,"766,091.80","1,790,400.00",0.43,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
BZ,KANZHUN AMERICAN DEPOSITORY SHARES,Communication,Equity,"766,499.40",0.00,"766,499.40","57,545.00",13.32,China,NASDAQ,USD,1.00,USD,-
4002,AL MOUWASAT MEDICAL SERVICES,Health Care,Equity,"761,606.16",0.00,"761,606.16","32,345.00",23.55,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
1171,YANKUANG ENERGY GROUP COMPANY LTD,Energy,Equity,"756,081.80",0.00,"756,081.80","717,600.00",1.05,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,"Jan 01, 1998"
LUND B,LUNDBERGFORETAGEN CLASS B,Financials,Equity,"756,842.64",0.00,"756,842.64","16,751.00",45.18,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
VBBR3,VIBRA ENERGIA SA,Consumer Discretionary,Equity,"754,174.30",0.00,"754,174.30","259,976.00",2.90,Brazil,XBSP,USD,6.07,BRL,-
600016,CHINA MINSHENG BANKING CORP LTD A,Financials,Equity,"754,707.75",0.00,"754,707.75","1,388,200.00",0.54,China,Shanghai Stock Exchange,USD,7.33,CNY,-
SOLARINDS,SOLAR INDUSTRIES INDIA LTD,Materials,Equity,"749,577.94",0.00,"749,577.94","6,680.00",112.21,India,National Stock Exchange Of India,USD,85.87,INR,-
PPC,PUBLIC POWER CORPORATION SA,Utilities,Equity,"747,003.66",0.00,"747,003.66","57,244.00",13.05,Greece,Athens Exchange S.A. Cash Market,USD,0.97,EUR,-
42660,HANWHA OCEAN LTD,Industrials,Equity,"742,427.52",0.00,"742,427.52","24,233.00",30.64,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
NEXI,NEXI,Financials,Equity,"740,114.25",0.00,"740,114.25","135,023.00",5.48,Italy,Borsa Italiana,USD,0.97,EUR,-
INPST,INPOST SA,Industrials,Equity,"741,148.04",0.00,"741,148.04","43,297.00",17.12,Netherlands,Euronext Amsterdam,USD,0.97,EUR,-
763,ZTE CORP H,Information Technology,Equity,"741,819.30",0.00,"741,819.30","243,600.00",3.05,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
1326,FORMOSA CHEMICALS & FIBRE CORP,Materials,Equity,"739,286.85",0.00,"739,286.85","961,000.00",0.77,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
BHEL,BHARAT HEAVY ELECTRICALS LTD,Industrials,Equity,"739,529.87",0.00,"739,529.87","293,479.00",2.52,India,National Stock Exchange Of India,USD,85.87,INR,-
EDPR,EDP RENOVAVEIS SA,Utilities,Equity,"739,673.63",0.00,"739,673.63","77,222.00",9.58,Portugal,Nyse Euronext - Euronext Lisbon,USD,0.97,EUR,-
RNI,REINET INVESTMENTS S.C.A.,Financials,Equity,"736,175.89",0.00,"736,175.89","31,273.00",23.54,South Africa,Johannesburg Stock Exchange,USD,18.90,ZAR,-
SOL,SASOL LTD,Materials,Equity,"736,752.30",0.00,"736,752.30","159,553.00",4.62,South Africa,Johannesburg Stock Exchange,USD,18.90,ZAR,-
144,CHINA MERCHANTS PORT HOLDINGS LTD,Industrials,Equity,"737,085.70",0.00,"737,085.70","444,000.00",1.66,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
1020,BANK ALJAZIRA,Financials,Equity,"737,398.75",0.00,"737,398.75","147,413.00",5.00,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
OBEROIRLTY,OBEROI REALTY LTD,Real Estate,Equity,"731,399.67",0.00,"731,399.67","27,958.00",26.16,India,National Stock Exchange Of India,USD,85.87,INR,-
OFSS,ORACLE FINANCIAL SERVICES SOFTWARE,Information Technology,Equity,"731,460.56",0.00,"731,460.56","5,356.00",136.57,India,National Stock Exchange Of India,USD,85.87,INR,-
QBR.B,QUEBECOR INC CLASS B,Communication,Equity,"729,572.65",0.00,"729,572.65","33,521.00",21.76,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
ADNOCDIST,ABU DHABI NATIONAL OIL COMPANY FOR,Consumer Discretionary,Equity,"729,920.58",0.00,"729,920.58","774,855.00",0.94,United Arab Emirates,Abu Dhabi Securities Exchange,USD,3.67,AED,-
TRUE.R,TRUE CORPORATION NON-VOTING DR PCL,Communication,Equity,"725,645.66",0.00,"725,645.66","2,305,090.00",0.31,Thailand,Stock Exchange Of Thailand,USD,34.63,THB,-
603288,FOSHAN HAI TIAN FLAVOURING & FOOD,Consumer Staples,Equity,"721,878.33",0.00,"721,878.33","125,621.00",5.75,China,Shanghai Stock Exchange,USD,7.33,CNY,-
322,TINGYI (CAYMAN ISLANDS) HOLDINGS C,Consumer Staples,Equity,"722,427.45",0.00,"722,427.45","502,000.00",1.44,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
600000,SHANGHAI PUDONG DEVELOPMENT BANK L,Financials,Equity,"719,305.93",0.00,"719,305.93","519,365.00",1.38,China,Shanghai Stock Exchange,USD,7.33,CNY,-
DIA,DIASORIN,Health Care,Equity,"717,283.34",0.00,"717,283.34","6,732.00",106.55,Italy,Borsa Italiana,USD,0.97,EUR,-
326030,SK BIOPHARMACEUTICALS LTD,Health Care,Equity,"715,194.67",0.00,"715,194.67","8,921.00",80.17,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
4300,DAR AL ARKAN REAL ESTATE DEVELOPME,Real Estate,Equity,"716,105.29",0.00,"716,105.29","168,874.00",4.24,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
FIBRAPL14,PROLOGIS PROPERTY MEXICO REIT SA,Real Estate,Equity,"714,483.23",0.00,"714,483.23","261,150.00",2.74,Mexico,Bolsa Mexicana De Valores,USD,20.47,MXN,-
390,CHINA RAILWAY GROUP LTD H,Industrials,Equity,"712,579.91",0.00,"712,579.91","1,507,000.00",0.47,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
PNB,PUNJAB NATIONAL BANK,Financials,Equity,"712,809.35",0.00,"712,809.35","599,907.00",1.19,India,National Stock Exchange Of India,USD,85.87,INR,-
CLN,CLARIANT AG,Materials,Equity,"709,417.21",0.00,"709,417.21","65,002.00",10.91,Switzerland,SIX Swiss Exchange,USD,0.91,CHF,-
CPIN,CHAROEN POKPHAND INDONESIA,Consumer Staples,Equity,"708,072.59",0.00,"708,072.59","2,389,745.00",0.30,Indonesia,Indonesia Stock Exchange,USD,"16,200.00",IDR,-
